CustomerID,Customer Name ,email_address,Phone Number,Country,Signup Date,Loyalty Tier,Age,Marketing Opt-In,Customer Segment,"Notes (internal use only, ignore)"
CUST-2518,AMANDA DAVILA DDS,amanda.davila.dds@yahoo.com,395.458.8712,AU,18/08/2021,Platinum,-2.0,FALSE,Retail,
CUST-2519,Sara Blackwell,sara.blackwell@outlook.com,+1-344-325-7049,Nigéria,"October 25, 2022",,74.0,1,Wholesale,VIP - handle with care
CUST-2520,richard moore,richard.moore@hotmail.com,6272419869,BR,2024/03/10,,-4.0,TRUE,B2B,
CUST-2521,Jacqueline Pierce,jacqueline.pierce@gmail.com,209.735.6652,Deutschland,23-Apr-2021,GOLD,20.0,0,B2B,called twice re: refund
CUST-2522,David Price,david.price@company.co,361.882.8261,IN,2022/03/19,,20.0,Y,vip,VIP - handle with care
CUST-2523,Kristy Atkins,kristy.atkins@gmail.com,7728823969,England,"August 23, 2021",Platinum,53.0,TRUE,Wholesale,N/A
CUST-2524,Oscar Ingram,oscar.ingram@outlook.com,178,USA,26-Apr-2024,GOLD,66.0,Y,Wholesale,VIP - handle with care
CUST-2525,Ashley Jones,ashley.jones@yahoo.com,(915) 630-1375,S. Africa,19/07/2023,GOLD,-2.0,Y,vip,
CUST-2526,RENEE HARRIS,renee.harris@outlook.com,+1-497-243-3191,Nigéria,10/17/2021,bronze,35.0,No,Retail,
CUST-2527,michael schneider,michael.schneider@company.co,(210) 246-4361,canada,27-Jun-2025,Platinum,-3.0,FALSE,VIP,VIP - handle with care
CUST-2528,Brittany Flynn,brittany.flynn@outlook.com,4093518360,Germany,2023/04/30,GOLD,47.0,Yes,vip,
CUST-2529,Patrick Morris,patrick.morris@outlook.com,115.615.5085,Nigeria,2023-03-15,,-4.0,Y,VIP,
CUST-2530,Jennifer  Sharp  ,jennifer.sharp@gmail.com,(708) 104-7675,germany,17/02/2025,Silver,72.0,TRUE,vip,
CUST-2531,Debbie Matthews,debbie.matthews@hotmailcom,8952963652,UK,"May 14, 2021",Platinum,-5.0,Y,retail ,VIP - handle with care
CUST-2532,Joshua Anderson,joshua.anderson@hotmail.com,5676995472,BR,10/15/2025,GOLD,36.0,FALSE,Retail,N/A
CUST-2533,Joshua Farmer,joshua.farmer@gmail.com,(335) 280-6622,USA,14/11/2025,Bronze,49.0,Yes,Retail,
CUST-2534,Tommy Hardin  ,tommy.hardin@gmail.com,605.636.6644,France,07-Jul-2025,GOLD,32.0,0,retail ,
CUST-2535,John Combs,john.combs@outlook.com,+1-505-233-5646,australia,09-May-2024,,,Y,B2B,VIP - handle with care
CUST-2536, Angela Owen,angela.owen@company.co,###-###-####,australia,11/20/2024,,-5.0,1,Retail,N/A
CUST-2537,Jessica Cook,jessica.cook@yahoo.com,+1-738-382-8367,UK,2026/06/23,Gold,39.0,,B2B,N/A
CUST-2538,Elizabeth Mcintyre,elizabeth.mcintyre@gmail.com,830.468.5938,canada,"April 11, 2024",GOLD,150.0,N,B2B,
CUST-2539,Patricia  Long,patricia.long@yahoo.com,+1-737-822-8188,FR,"June 22, 2023",,26.0,TRUE,Wholesale,
CUST-2540,Jon Green,jon.green@hotmail.com,+1-136-258-9458,S. Africa,"March 01, 2021",Gold,21.0,0,VIP,VIP - handle with care
CUST-2541,Alyssa Smith,alyssa.smith@outlook.com,256.181.2170,Bharat,08-Apr-2022,Silver,150.0,No,Retail,
CUST-2542,Nicholas Johnson,nicholas.johnson@company.co,call-me-maybe,FR,2024-09-25,GOLD,21.0,0,vip,VIP - handle with care
CUST-2543,Terri Maxwell,terri.maxwell@gmail.com,(536) 361-1369,United Kingdom,2023/12/30,Bronze,27.0,Yes,Retail,VIP - handle with care
CUST-2544,John Silva,john.silva@company.co,###-###-####,France,11/18/2021,bronze,57.0,,Wholesale,
CUST-2545,Patricia Ballard,patricia.ballard@outlook.com,+1-844-384-2527,Deutschland,16/10/2021,Platinum,50.0,Yes,Wholesale,
CUST-2546,Sherry Davis,sherry.davis@yahoo.com,+1-651-968-6180,australia,20/08/2021,,39.0,Yes,B2B,
CUST-2547,James Thompson,james.thompson@company.co,7915075077,ZA,2026/01/16,Bronze,42.0,No,B2B,
CUST-2548,ERIC HOLMES,eric.holmes@hotmail.com,+1-408-461-7475,Nigeria,"May 09, 2025",bronze,,TRUE,Retail,N/A
CUST-2549,Warren Rivera,warren.rivera@company.co,8085123519,AU,2021-11-05,bronze,41.0,No,Wholesale,VIP - handle with care
CUST-2550,Tony Norton,tony.nortonhotmail.com,+1-116-975-7182,France,2021/04/21,Silver,57.0,FALSE,VIP,
CUST-2551,Savannah Martin,savannah.martin@hotmail.com,(621) 576-3869,Germany,2022-10-08,Silver,28.0,Y,vip,called twice re: refund
CUST-2552,Jordan Armstrong,jordan.armstrong@gmail.com,+1-734-317-7633,FR,12-Oct-2023,Gold,23.0,FALSE,Wholesale,
CUST-2553,alexander kim,alexander.kim@company.co,(860) 488-1106,NG,2023-09-13,,37.0,No,B2B,called twice re: refund
CUST-2554,Tara Ward,tara.ward@company.co,call-me-maybe,USA,11/07/2022,Gold,,0,B2B,VIP - handle with care
CUST-2555,Donna Clayton,donna.clayton@company.co,+1-258-805-5738,US,2021-01-28,Bronze,-3.0,0,Wholesale,
CUST-2556,Lisa Berger,lisa.berger@hotmail.com,+1-501-382-2024,Nigeria,03-Apr-2024,GOLD,31.0,TRUE,Wholesale,
CUST-2557,Sandra Golden,sandra.golden@gmail.com,(468) 898-1136,France,2025/12/30,Bronze,23.0,N,B2B,
CUST-2558,Michael Miller,michael.miller@@outlook.com,266.555.8103,AU,2021-11-20,Bronze,73.0,Yes,vip,VIP - handle with care
CUST-2559,Kelsey Coffey,kelsey.coffey@company.co,634.199.7288,U.K.,23/10/2024,GOLD,42.0,FALSE,vip,N/A
CUST-2560,Luke Bryant,luke.bryant@hotmail.com,+1-314-878-7821,canada,"April 22, 2023",Platinum,25.0,TRUE,Wholesale,VIP - handle with care
CUST-2561,Joshua Cook  ,joshua.cook@hotmail.com,482,BR,2027/10/18,GOLD,27.0,Y,Retail,N/A
CUST-2562,Dustin Myers,dustin.myers@outlook.com,(359) 633-7368,India,"June 27, 2022",GOLD,33.0,1,B2B,
CUST-2563,Veronica Harrell,veronica.harrell@yahoo.com,###-###-####,South Africa,09-Jun-2024,GOLD,75.0,No,vip,N/A
CUST-2564,Melinda Mitchell,melinda.mitchell@outlook.com,(321) 738-7004,france,25/09/2021,GOLD,-5.0,FALSE,Wholesale,VIP - handle with care
CUST-2565,Paula Washington,paula.washington@outlook.com,8955812984,DE,18/06/2026,Bronze,,Y,B2B,N/A
CUST-2566,Aaron Holmes,aaron.holmes@@gmail.com,2548593166,FR,26/08/2024,Silver,28.0,Yes,Wholesale,called twice re: refund
CUST-2567,Isaac Cummings,isaac.cummings@yahoo.com,+1-171-193-3480,Deutschland,2023/10/15,,64.0,1,B2B,VIP - handle with care
CUST-2568,Melissa Campbell,melissa.campbell@yahoo.com,970.492.9949,france,2021/05/04,GOLD,61.0,TRUE,B2B,
CUST-2569,jocelyn hutchinson,jocelyn.hutchinson@company.co,+1-874-934-1417,France,2021-02-19,Silver,,1,B2B,N/A
CUST-2570,Scott Harrison,scott.harrison@outlook.com,+1-605-710-6289,Deutschland,04/04/2026,bronze,29.0,0,Retail,VIP - handle with care
CUST-2571,James Noble,james.noble@,(648) 192-7244,AU,2023-11-11,Gold,150.0,,Retail,
CUST-2572,Timothy Barker,timothy.barker@gmail.com,+1-294-544-9014,Bharat,2025/12/14,Gold,-3.0,TRUE,retail ,
CUST-2573,Rachel Mueller,rachel.mueller@outlook.com,821.151.4953,USA,"March 25, 2023",GOLD,36.0,No,Wholesale,N/A
CUST-2574,Andrea Allen,andrea.allen@yahoo.com,7506016504,S. Africa,27/08/2024,Silver,-2.0,FALSE,Retail,
CUST-2575,Michael Padilla,michael.padilla@company.co,972.375.7726,U.S.A.,01/09/2025,Bronze,61.0,0,B2B,N/A
CUST-2576,Michael Butler,michael.butler@gmail.com,###-###-####,Nigeria,2024/01/10,,58.0,FALSE,Retail,called twice re: refund
CUST-2577,Emily Meyers,emily.meyers@yahoo.com,431.490.2957,Germany,08/29/2023,bronze,23.0,Y,VIP,
CUST-2578, Kenneth Odonnell,kenneth.odonnell@hotmail.com,9739226478,U.S.A.,2026-06-28,Platinum,65.0,N,Retail,
CUST-2579,Dr. Bonnie Ashley,dr..bonnie.ashley@company.co,4086445544,BR,01/02/2021,Silver,-2.0,,Wholesale,called twice re: refund
CUST-2580,chelsea kennedy,chelsea.kennedy@hotmail.com,802,Brazil,02/06/2023,Platinum,35.0,TRUE,Wholesale,
CUST-2581,Darlene Garcia,darlene.garcia @outlook.com,+1-131-379-1259,india,"December 07, 2022",GOLD,57.0,1,vip,
CUST-2582,Dustin Davis,dustin.davis@company.co,696.333.7139,UK,03/31/2026,,33.0,Yes,Wholesale,N/A
CUST-2583,Donna  Anderson,donna.anderson@hotmail.com,+1-239-108-1161,IN,19/07/2025,Gold,-2.0,FALSE,retail ,
CUST-2584,Aaron Stephenson,aaron.stephenson@company.co,+1-560-389-1244,Bharat,2023/03/18,Platinum,42.0,0,vip,
CUST-2585,Nicholas Harris,nicholas.harris@yahoo.com,279.378.7521,AU,20-Sep-2022,Platinum,75.0,TRUE,Retail,N/A
CUST-2586,alexander sanders,alexander.sanders@gmail.com,(460) 567-6544,S. Africa,2025-12-20,Gold,54.0,Yes,vip,called twice re: refund
CUST-2587,April Bates,april.bates@hotmail.com,###-###-####,S. Africa,"September 08, 2024",bronze,150.0,Y,VIP,VIP - handle with care
CUST-2588,Tammy Lee,tammy.lee@,1325976081,Brazil,08-Sep-2024,,45.0,Yes,retail ,
CUST-2589,KIMBERLY SMITH,kimberly.smith@gmail.com,(591) 109-5715,India,"November 24, 2023",Silver,-2.0,Y,Wholesale,
CUST-2590,ALLISON PETERS,allison.peters@yahoo.com,(276) 829-5023,Germany,01-Jul-2026,,150.0,No,VIP,
CUST-2591,Joseph Young,joseph.young@company.co,+1-288-639-5081,RSA,16/07/2022,Bronze,54.0,N,Wholesale,
CUST-2592,HEIDI GARCIA,heidi.garcia@,716.877.3152,canada,"March 01, 2021",Platinum,,Y,VIP,called twice re: refund
CUST-2593,Jacob Carpenter,jacob.carpenter@gmail.com,(120) 524-8386,FR,"October 12, 2024",Platinum,39.0,TRUE,Wholesale,
CUST-2594,John Powell,john.powell@hotmail.com,+1-157-523-2228,Brasil,24-Jun-2025,Gold,,Yes,Retail,
CUST-2595,Richard Reed,richard.reed @hotmail.com,call-me-maybe,RSA,2021/04/21,Platinum,49.0,FALSE,Retail,N/A
CUST-2596,Angela Smith,angela.smith@outlook.com,535.109.6903,CA,2021-03-09,GOLD,-3.0,0,retail ,
CUST-2597,Julie Warren,julie.warren@@hotmail.com,6085523123,NG,2021/08/03,Platinum,75.0,No,vip,
CUST-2598,Patrick Olson,patrick.olson@gmail.com,call-me-maybe,Germany,04/16/2024,,23.0,N,Retail,
CUST-2599,mark  johnson,mark.johnson@yahoocom,6508178240,Germany,09/08/2025,Bronze,32.0,0,B2B,
CUST-2600,Dale Hill,dale.hill@company.co,(170) 529-4986,CA,"October 02, 2024",,43.0,,vip,
CUST-2601,Angela Jones,angela.jones@hotmail.com,881.812.1770,FR,2024-09-21,Bronze,69.0,FALSE,VIP,VIP - handle with care
CUST-2602,Billy Simon,billy.simon@outlook.com,8009368943,United Kingdom,2024-08-26,Silver,37.0,Y,Wholesale,VIP - handle with care
CUST-2603,Randy Wolfe,randy.wolfe@yahoo.com,(339) 188-3644,France,09/13/2025,,58.0,TRUE,Retail,VIP - handle with care
CUST-2604,Aaron Thompson,aaron.thompson@outlook.com,(127) 704-3191,United States,"July 22, 2025",bronze,63.0,1,Retail,N/A
CUST-2605,Denise Cruz,denise.cruz@,+1-719-676-5045,NG,2024/02/19,bronze,40.0,,vip,VIP - handle with care
CUST-2606,Sophia Nichols,sophia.nichols@yahoo.com,426,Brazil,"October 24, 2024",Platinum,28.0,0,retail ,
CUST-2607,Jacqueline Jones,jacqueline.jones@companyco,(160) 656-2654,Bharat,09/12/2025,GOLD,37.0,0,Wholesale,called twice re: refund
CUST-2608,Leslie Gonzalez,leslie.gonzalez@yahoo.com,224.665.2950,India,02/11/2025,GOLD,43.0,N,Retail,
CUST-2609,Kimberly Ball,kimberly.ball@outlook.com,222,RSA,20/06/2024,Gold,48.0,N,B2B,
CUST-2610,JAMES SULLIVAN,james.sullivan@yahoo.com,1203724064,South Africa,2023/04/01,GOLD,56.0,No,Wholesale,
CUST-2611,Nancy Williams,nancy.williams@hotmail.com,290.342.2632,germany,03/04/2024,Silver,,Yes,vip,called twice re: refund
CUST-2612,Timothy Cobb,timothy.cobb@hotmail.com,(722) 537-9172,FR,2021-08-24,,150.0,,retail ,N/A
CUST-2613,Johnathan Arroyo,johnathan.arroyo@hotmail.com,+1-634-687-7463,FR,26/12/2023,Silver,49.0,N,Wholesale,VIP - handle with care
CUST-2614,TONYA NICHOLS,tonya.nichols@outlook.com,681.435.3835,Brasil,29/06/2024,,150.0,1,VIP,
CUST-2615,Patricia Brady,patricia.brady@,5245128690,ZA,2023/11/12,,75.0,FALSE,VIP,
CUST-2616,Holly Huber,holly.huber @yahoo.com,620.239.7168,IN,"April 11, 2024",,32.0,N,vip,
CUST-2617,Leslie Nielsen,leslie.nielsen@gmail.com,447,BR,"September 15, 2022",GOLD,,0,Retail,
CUST-2618,richard walker,richard.walker@yahoo.com,###-###-####,South Africa,"May 08, 2025",Platinum,35.0,TRUE,retail ,
CUST-2619,Chelsea Rivera,chelsea.rivera@company.co,542.451.9620,DE,2025/09/23,Bronze,73.0,,Retail,
CUST-2620,Justin Ray,justin.ray@company.co,729.459.9471,ZA,13-Feb-2023,,47.0,TRUE,vip,
CUST-2621,Michael Williams,michael.williams@outlook.com,(289) 115-2888,BR,03/04/2021,bronze,31.0,1,vip,VIP - handle with care
CUST-2622,Tracy Gray,tracy.gray@outlook.com,###-###-####,india,18/06/2025,Gold,47.0,0,vip,called twice re: refund
CUST-2623,Jacob Rhodes,jacob.rhodes@outlook.com,7751449719,BR,06/18/2023,GOLD,40.0,Y,VIP,
CUST-2624,Nicole Ford,nicole.ford@gmailcom,434.396.2092,FR,2022/03/07,Gold,,TRUE,B2B,
CUST-2625,Matthew Arellano,matthew.arellano@hotmail.com,+1-856-147-5692,Nigéria,"May 24, 2023",Gold,45.0,N,Retail,called twice re: refund
CUST-2626,Leslie Joseph,leslie.joseph@company.co,(825) 663-1149,AU,"August 12, 2023",bronze,61.0,0,Wholesale,N/A
CUST-2627,GARY HARTMAN,gary.hartman @company.co,269.633.3416,AU,03/25/2021,Bronze,150.0,TRUE,Wholesale,
CUST-2628,Andrew Stanley,andrew.stanley@@hotmail.com,1845062607,canada,"April 16, 2025",GOLD,34.0,N,vip,called twice re: refund
CUST-2629,Michelle Parks,michelle.parks@outlook.com,(708) 532-1764,india,2023-03-29,,-1.0,1,Retail,VIP - handle with care
CUST-2630,Denise Mcdonald,denise.mcdonald@hotmail.com,731.711.6080,England,"May 16, 2023",,45.0,FALSE,retail ,N/A
CUST-2631,Madison Nunez,madison.nunez@company.co,+1-661-526-1642,AU,14/02/2026,,25.0,FALSE,retail ,
CUST-2632,Brian Dorsey,brian.dorsey@hotmail.com,(894) 671-6691,AU,08/01/2026,,23.0,1,vip,N/A
CUST-2633,CHRIS BECK MD,chris.beck.md@gmailcom,+1-269-756-1004,france,18/02/2026,,58.0,TRUE,Wholesale,called twice re: refund
CUST-2634,Karen Barton,karen.barton@yahoo.com,501.978.4907,Brasil,09/01/2025,Bronze,59.0,Y,Retail,N/A
CUST-2635,Angela Rowe,angela.rowe@company.co,238.247.5153,Australia,2026/05/25,Gold,65.0,N,retail ,called twice re: refund
CUST-2636,Emily Rodriguez,emily.rodriguez@outlook.com,633.787.6691,IN,29/10/2021,Bronze,66.0,TRUE,B2B,
CUST-2637,Thomas Gutierrez,thomas.gutierrez @outlook.com,+1-521-533-1523,South Africa,2023/12/28,Gold,27.0,0,vip,
CUST-2638, Valerie Woodward,valerie.woodward@company.co,7659278247,USA,2025-02-13,,52.0,FALSE,B2B,N/A
CUST-2639,Lindsey Jackson,lindsey.jackson@outlookcom,1916606824,France,07/19/2023,Platinum,-1.0,Yes,Wholesale,N/A
CUST-2640,Alexis Campbell,alexis.campbell@company.co,+1-650-725-3216,Bharat,10/01/2024,Silver,36.0,No,Retail,
CUST-2641,tracy freeman,tracy.freeman@outlook.com,###-###-####,australia,"January 14, 2021",,32.0,No,Wholesale,called twice re: refund
CUST-2642,Joseph  Juarez,joseph.juarez@hotmail.com,387.206.3414,Brasil,28-Oct-2021,Gold,57.0,TRUE,vip,VIP - handle with care
CUST-2643,Pamela Torres,pamela.torres@,(924) 354-8134,Brasil,"January 20, 2024",,-1.0,,Wholesale,
CUST-2644,Patrick Hoffman,patrick.hoffman@,+1-482-951-5688,nigeria,2021-09-22,Gold,52.0,,VIP,
CUST-2645,Adam Hurst,adam.hurst@hotmail.com,+1-780-797-1746,AU,05/27/2021,Gold,31.0,N,VIP,called twice re: refund
CUST-2646,Sherry Brown,sherry.brown@,+1-993-136-7308,RSA,05/08/2023,Silver,-4.0,Y,VIP,N/A
CUST-2647,Kenneth Brown,kenneth.brown@hotmail.com,(717) 139-2397,BR,10/08/2025,bronze,57.0,1,Wholesale,VIP - handle with care
CUST-2648,Jessica Ayala,jessica.ayala@company.co,2172866694,Brazil,"April 19, 2024",Bronze,58.0,TRUE,VIP,VIP - handle with care
CUST-2649,Cynthia Brown,cynthia.brown@company.co,+1-271-706-5518,India,2026-01-18,GOLD,59.0,,Wholesale,
CUST-2650,Alexander Hampton,alexander.hampton@hotmail.com,(957) 792-9562,Nigéria,2026-02-19,bronze,-1.0,No,B2B,
CUST-2651,Bruce Rodriguez,bruce.rodriguez@gmail.com,542.802.4104,United Kingdom,"February 17, 2021",Silver,44.0,TRUE,vip,N/A
CUST-2652,Edward Lee,edward.lee@company.co,997.829.3202,United States of America,02-Jul-2022,,34.0,No,Retail,
CUST-2653,Kevin Stafford,kevin.stafford@gmail.com,+1-969-464-5661,UK,2026/04/02,,32.0,No,vip,called twice re: refund
CUST-2654,Melissa Mitchell,melissa.mitchell@yahoo.com,+1-362-783-7551,Brazil,15/10/2025,Bronze,150.0,Yes,retail ,
CUST-2655,Anthony Hess,anthony.hess@gmail.com,369,South Africa,26-Aug-2025,,69.0,Yes,VIP,
CUST-2656,Dylan Meyer,dylan.meyer@gmail.com,332.396.2889,South Africa,12/14/2024,Bronze,27.0,Y,VIP,called twice re: refund
CUST-2657,Brian Elliott,brian.elliott@gmail.com,(592) 915-4639,United States of America,08/17/2025,Gold,69.0,Yes,Wholesale,called twice re: refund
CUST-2658,Antonio Rodriguez,antonio.rodriguez@outlook.com,8283066696,france,12/02/2021,Bronze,28.0,,B2B,
CUST-2659,CHRISTOPHER SMITH DDS,christopher.smith.dds@company.co,call-me-maybe,Nigeria,07-Jan-2024,Gold,55.0,0,vip,
CUST-2660,Gloria Holmes,gloria.holmes@gmail.com,+1-293-469-1110,Brasil,16-Nov-2023,Bronze,34.0,TRUE,Retail,called twice re: refund
CUST-2661,Rodney Roth,rodney.roth@company.co,9931508944,germany,25-Oct-2025,,-2.0,0,Wholesale,
CUST-1136,BROOKE SANDERS,brooke.sanders @yahoo.com,+1-262-982-2050,nigeria,04/20/2022,,59.0,FALSE,Wholesale,
CUST-2663,Sheryl Parker,sheryl.parker@gmail.com,552.231.7315,NG,2023-05-06,Bronze,27.0,No,vip,VIP - handle with care
CUST-2664, Phillip Fletcher,phillip.fletcher@gmail.com,580.198.9898,BR,2023-10-12,,19.0,N,vip,
CUST-2665,Brian Webb  ,brian.webb@hotmail.com,986.877.6115,Canada,2025-13-05,Platinum,55.0,1,VIP,
CUST-2666,Matthew Hill,matthew.hill@yahoo.com,###-###-####,United States of America,27/03/2021,Platinum,50.0,FALSE,VIP,
CUST-2667,Michelle Mendez,michelle.mendez@gmail.com,7496055036,DE,04/18/2022,Gold,43.0,FALSE,retail ,
CUST-2668,Anna Stevens,anna.stevens@company.co,(799) 455-2039,IN,28-May-2024,bronze,,Yes,Wholesale,N/A
CUST-2669,Allison Perez,allison.perez@yahoo.com,6795587848,Deutschland,2025-04-31,GOLD,52.0,Y,Wholesale,VIP - handle with care
CUST-2670,billy  rhodes,billy.rhodes@gmail.com,+1-467-466-9378,Nigéria,"May 12, 2025",bronze,,,retail ,
CUST-2671,Stacey Holmes,stacey.holmes@yahoo.com,+1-583-996-7689,USA,"March 14, 2022",Gold,20.0,1,Wholesale,
CUST-1398,Tracey Mueller,tracey.mueller@yahoo.com,+1-685-670-6794,Brazil,2022/10/08,Gold,,0,retail ,
CUST-2673,April Carter,april.carter@outlook.com,539.460.9833,Australia,2024-03-12,Silver,35.0,FALSE,Wholesale,VIP - handle with care
CUST-2674,christopher ruiz,christopher.ruiz@company.co,(427) 537-6100,AU,"June 02, 2024",Gold,,,Retail,
CUST-2675,Christina Garcia,christina.garcia@company.co,###-###-####,South Africa,29/06/2021,Platinum,,Y,Retail,
CUST-2676,Thomas Harper,thomas.harper@company.co,(221) 657-9469,U.S.A.,14/10/2025,GOLD,-3.0,No,Wholesale,
CUST-2677,Kevin Kane,kevin.kane@yahoo.com,###-###-####,india,22-Apr-2023,Bronze,30.0,N,B2B,called twice re: refund
CUST-2678,Gabriela Wright,gabriela.wright@yahoo.com,129,canada,06/19/2025,GOLD,21.0,No,B2B,
CUST-2679,andrew lambert,andrew.lambert@yahoo.com,###-###-####,NG,2022/06/18,GOLD,,N,Retail,called twice re: refund
CUST-2680,Danny Brennan,danny.brennan@yahoo.com,489,BR,2022/02/10,,48.0,Yes,VIP,called twice re: refund
CUST-2681,Michael Landry,michael.landry@gmail.com,(653) 241-8688,India,"January 13, 2021",,19.0,,VIP,VIP - handle with care
CUST-2682,Bruce Brooks,bruce.brooks@outlook.com,+1-713-559-3785,AU,27-Jan-2024,GOLD,45.0,,Retail,VIP - handle with care
CUST-2683,Theodore Martinez,theodore.martinez@gmail.com,(825) 711-9343,Australia,28-May-2026,,41.0,FALSE,retail ,
CUST-2684,Rachel Castro,rachel.castro@yahoo.com,+1-350-631-8786,US,11/27/2022,bronze,72.0,Yes,retail ,
CUST-2685,SHIRLEY HIGGINS,shirley.higgins@gmail.com,###-###-####,Britain,"February 01, 2025",GOLD,150.0,1,VIP,N/A
CUST-2686,Mark Page,mark.page@outlook.com,+1-909-612-4543,Deutschland,2021/01/10,Platinum,29.0,0,B2B,VIP - handle with care
CUST-2687,Daniel Washington,daniel.washington@companyco,754,germany,27/08/2024,bronze,-1.0,N,B2B,
CUST-2688,Nicholas Camacho,nicholas.camacho@@hotmail.com,(246) 653-5038,U.K.,14/03/2022,,37.0,1,Wholesale,
CUST-2689,Victoria Morgan,victoria.morgan@hotmail.com,+1-440-254-1930,france,2021/07/24,GOLD,43.0,,VIP,
CUST-2690,ethan  rasmussen,ethan.rasmussen@outlook.com,5342352287,U.S.A.,2025/02/03,Bronze,53.0,Y,Wholesale,called twice re: refund
CUST-2691,Carla Randolph,carla.randolph@gmail.com,437.693.2603,nigeria,2022-01-01,,55.0,0,vip,
CUST-2692,Steven Wilson  ,steven.wilson@company.co,+1-283-741-5381,France,05-Feb-2026,Silver,37.0,0,Retail,called twice re: refund
CUST-2693, Mrs. Julie Smith,mrs..julie.smithhotmail.com,3234421156,ZA,00/00/2025,GOLD,65.0,TRUE,VIP,
CUST-2694,Sarah  Coffey,sarah.coffey@outlook.com,3155785558,Brazil,2026/02/13,Bronze,25.0,1,VIP,
CUST-2695,Luis Lee,luis.lee@gmail.com,5008045424,IN,11/01/2023,GOLD,-1.0,TRUE,B2B,N/A
CUST-2696,Breanna Yoder,breanna.yoder@gmail.com,call-me-maybe,nigeria,"July 15, 2021",,48.0,No,B2B,N/A
CUST-2697,Michelle Boyd,michelle.boyd@hotmail.com,(291) 486-3976,US,03/12/2023,Silver,48.0,1,B2B,VIP - handle with care
CUST-2698,casey  oconnell  ,casey.oconnell@outlook.com,call-me-maybe,NG,19-Mar-2026,GOLD,53.0,No,vip,VIP - handle with care
CUST-2699,Kelly Martinez DVM,kelly.martinez.dvm@@outlook.com,9891958632,Bharat,09/25/2022,Platinum,56.0,No,Wholesale,
CUST-2700,Cody Green  ,cody.green@hotmail.com,(634) 167-6017,United States,2021/05/14,bronze,24.0,No,Wholesale,VIP - handle with care
CUST-2701,Michael Lee,michael.lee@company.co,(925) 538-4519,United States,04/01/2025,Bronze,150.0,Y,Wholesale,N/A
CUST-2702,Nathan Ortiz,nathan.ortiz@hotmail.com,826.298.1807,canada,2022/01/02,Bronze,29.0,Y,vip,
CUST-2703,laura king,laura.king@yahoo.com,(185) 484-5105,canada,2021-03-20,Silver,25.0,,VIP,VIP - handle with care
CUST-2704,Gregory Mcdaniel,gregory.mcdaniel@yahoo.com,704.638.6603,RSA,2021/04/23,GOLD,20.0,FALSE,retail ,N/A
CUST-2705,Emily Hill,emily.hill@company.co,(715) 625-6546,ZA,12/02/2024,Gold,19.0,1,VIP,N/A
CUST-2706,Raymond Barry,raymond.barry@company.co,1082188470,U.K.,2026-05-24,Silver,70.0,TRUE,Wholesale,
CUST-2707,Douglas Fields,douglas.fields@yahoo.com,+1-553-465-9317,France,"July 19, 2021",bronze,60.0,TRUE,Retail,
CUST-2708,Jennifer Lin,jennifer.lin@,+1-476-286-9378,nigeria,"January 25, 2023",bronze,69.0,Y,vip,called twice re: refund
CUST-2709,Lauren Miller,lauren.miller@outlook.com,call-me-maybe,australia,02/06/2025,bronze,,No,B2B,N/A
CUST-2710,Teresa Mueller,teresa.mueller@yahoo.com,136,US,03/01/2026,GOLD,20.0,Y,VIP,N/A
CUST-2711,Julie Rodriguez,julie.rodriguez@yahoo.com,140.377.7137,BR,2023-01-23,Platinum,45.0,N,Wholesale,called twice re: refund
CUST-2712,Mark Clark,mark.clark@hotmail.com,767,England,18-Aug-2021,Platinum,33.0,1,Wholesale,
CUST-2713,John Proctor,john.proctor@hotmail.com,6879959111,Nigeria,2026-02-11,,150.0,,Wholesale,called twice re: refund
CUST-2714,BRYAN RUIZ,bryan.ruiz@yahoo.com,845.771.9155,canada,21/03/2025,,29.0,1,retail ,N/A
CUST-2715,Adrian Silva,adrian.silva@yahoo.com,+1-791-233-5520,france,27-Oct-2025,bronze,150.0,0,retail ,called twice re: refund
CUST-2716,Nathan Thompson,nathan.thompson@outlook.com,(828) 193-4344,USA,02/14/2025,GOLD,73.0,0,Retail,
CUST-2717,Daniel Ortiz,daniel.ortiz@hotmail.com,852.251.8615,Canada,18-Jul-2023,,23.0,Y,Wholesale,
CUST-2718,Kelly Ross,kelly.ross@yahoo.com,923.792.4877,Nigéria,13-Jun-2022,Silver,-1.0,,B2B,
CUST-2719,Stacey Collins,stacey.collins@outlook.com,846.889.2767,Nigeria,"September 25, 2025",bronze,33.0,1,B2B,
CUST-2720,Karen Cook,karen.cook@hotmail.com,(522) 391-2638,CA,17-Oct-2023,Platinum,-2.0,No,Retail,
CUST-2721,Thomas Simmons,thomas.simmons@company.co,+1-732-192-6216,AU,2023-09-13,Bronze,,0,VIP,called twice re: refund
CUST-2722,Laura Watts,laura.watts@yahoo.com,(645) 692-7210,RSA,13/01/2026,,60.0,Yes,VIP,N/A
CUST-2723,Jacqueline Bowen,jacqueline.bowen@outlook.com,+1-229-642-5474,NG,2023-07-20,bronze,150.0,Y,Wholesale,
CUST-2724,Brandi Cox,brandi.cox@gmailcom,+1-408-162-6488,U.K.,"March 11, 2025",Platinum,45.0,Y,vip,
CUST-2725,Kelly Reid,kelly.reid@companyco,+1-737-386-9160,IN,2025/07/03,Gold,-5.0,0,VIP,N/A
